order_id,order_date,customer_id,customer_segment,customer_city,customer_country,warehouse_id,warehouse_city,product_category,product_weight_kg,order_value_usd,shipping_method,carrier,distance_km,promised_delivery_days,actual_delivery_days,delivery_status,late_delivery,delivery_delay_days,shipping_cost_usd,package_size,payment_method,order_priority,weather_condition,customer_rating,return_requested,return_reason,delivery_attempts,warehouse_processing_hours,tracking_status
ORD-000107,20-01-2026,CUS-005998,Enterprise,Pune,India,WH-009,Dubai,Fashion,0.36,172.44,Economy,BlueRoute,2208.7,9,8,Delivered,No,0,34.16,Small,Bank Transfer,Normal,Clear,4,No,None,1,7.2,Delivered
ORD-000108,24-10-2026,CUS-000963,Consumer,Singapore,Singapore,WH-004,Toronto,Books,1.6,10.65,Standard,FastTrack Logistics,2251.1,6,10,Delivered,Yes,4,65.63,Medium,Credit Card,Normal,Snow,3,Yes,Damaged Package,2,11.7,Delivered
ORD-000109,24-10-2026,CUS-006212,Small Business,Rotterdam,Netherlands,WH-006,Berlin,Toys,0.1,13.38,Standard,SwiftShip,1861.1,5,4,Delivered,No,0,39,Small,Credit Card,Urgent,Cloudy,5,No,None,1,2.4,Delivered
ORD-000110,26-01-2026,CUS-002956,Enterprise,Madrid,Spain,WH-003,Chicago,Fashion,1.64,310.32,Standard,EagleCourier,2816.1,6,6,Delivered,No,0,86.11,Medium,Digital Wallet,Normal,Cloudy,4,No,None,1,14.4,Delivered
ORD-000111,25-01-2026,CUS-000768,Enterprise,Nagoya,Japan,WH-001,New York,Home & Kitchen,3.56,316.52,Standard,FastTrack Logistics,4808.8,7,10,Delivered,Yes,3,211.3,Large,PayPal,Normal,Rain,3,No,None,1,28,Delivered
ORD-000112,18-03-2026,CUS-000839,Consumer,Nantes,France,WH-003,Chicago,Books,1.01,37.22,Standard,ParcelPro,815.5,5,8,Delivered,Yes,3,30.49,Medium,PayPal,Low,Snow,2,Yes,Product Defect,1,36.8,Delivered
ORD-000113,24-06-2026,CUS-002010,Consumer,Strasbourg,France,WH-001,New York,Books,0.68,36.29,International,ParcelPro,3282,12,17,Delivered,Yes,5,196.74,Medium,Credit Card,High,Storm,2,No,None,1,10.6,Delivered
ORD-000114,07-09-2026,CUS-004140,Enterprise,Chennai,India,WH-006,Berlin,Toys,0.36,126.01,Standard,FastTrack Logistics,783.9,5,5,Delivered,No,0,19.34,Small,Credit Card,Urgent,Rain,4,No,None,1,4.5,Delivered
ORD-000115,23-11-2026,CUS-003790,Small Business,Lahore,Pakistan,WH-002,Los Angeles,Fashion,1.12,119.37,Standard,ParcelPro,893.5,5,5,Delivered,No,0,30.51,Medium,Debit Card,Normal,Clear,5,No,None,1,25.8,Delivered
ORD-000116,31-12-2026,CUS-006078,Consumer,Tokyo,Japan,WH-006,Berlin,Grocery,4.66,85.31,Express,ParcelPro,1275.2,3,3,Delayed,No,0,72.57,Large,Debit Card,High,Rain,3,No,None,1,13.8,In Transit
ORD-000117,15-08-2026,CUS-005973,Consumer,Kolkata,India,WH-001,New York,Fashion,0.43,197.62,Economy,GlobalExpress,2699.3,10,13,In Transit,Yes,3,38.19,Small,Credit Card,High,Rain,2,No,None,1,12.8,In Transit
ORD-000118,12-06-2026,CUS-000131,Enterprise,Birmingham,United Kingdom,WH-005,London,Electronics,0.1,1174.06,Economy,BlueRoute,249.7,8,9,Delivered,Yes,1,7.64,Small,Bank Transfer,Normal,Clear,2,Yes,Not as Described,2,18.2,Delivered
ORD-000119,13-07-2026,CUS-003993,Enterprise,Puebla,Mexico,WH-006,Berlin,Fashion,2.06,17.25,Standard,EagleCourier,1771.9,5,7,In Transit,Yes,2,59.75,Large,Debit Card,Normal,Snow,3,No,None,2,20.1,In Transit
ORD-000120,08-03-2026,CUS-002845,Consumer,Amsterdam,Netherlands,WH-010,Singapore,Sports & Fitness,1.2,10,Economy,PrimeDelivery,1562.6,9,9,Delivered,No,0,32.99,Medium,PayPal,High,Clear,5,No,None,1,6.6,Delivered
ORD-000121,08-08-2026,CUS-002261,Enterprise,Leeds,United Kingdom,WH-003,Chicago,Electronics,0.67,986.88,Express,SpeedyCargo,908.4,2,2,In Transit,No,0,42.69,Medium,PayPal,Normal,Clear,4,No,None,1,26.6,In Transit
ORD-000122,10-12-2026,CUS-002449,Consumer,Birmingham,United Kingdom,WH-006,Berlin,Fashion,1.12,16.05,Express,GlobalExpress,1937.4,3,3,Delivered,No,0,71.73,Medium,Credit Card,High,Clear,5,No,None,1,4.9,Delivered
ORD-000123,08-04-2026,CUS-000759,Consumer,Houston,United States,WH-004,Toronto,Home & Kitchen,3.84,65.88,International,PrimeDelivery,4064.9,12,15,Delivered,Yes,3,310.34,Large,Credit Card,Normal,Cloudy,2,No,None,1,15.4,Delivered
ORD-000124,28-04-2026,CUS-000685,Consumer,Delhi,India,WH-003,Chicago,Fashion,0.1,147.38,International,ParcelPro,6955.7,13,15,Delivered,Yes,2,379.55,Small,PayPal,Normal,Clear,4,Yes,Late Delivery,1,6.8,Delivered
ORD-000125,25-11-2026,CUS-002829,Small Business,Sharjah,United Arab Emirates,WH-001,New York,Beauty,0.19,31.97,Express,ParcelPro,126.2,2,2,Delivered,No,0,14.67,Small,PayPal,Normal,Cloudy,5,No,None,1,9.2,Delivered
ORD-000126,10-04-2026,CUS-002477,Consumer,Gold Coast,Australia,WH-008,Sydney,Home & Kitchen,0.1,10.61,Express,SpeedyCargo,2224.5,3,3,Delivered,No,0,69.79,Small,Bank Transfer,Normal,Cloudy,5,No,None,1,18.1,Delivered
ORD-000127,07-12-2026,CUS-004637,Consumer,Chicago,United States,WH-001,New York,Toys,1.78,10,Express,BlueRoute,1405.8,3,4,Delivered,Yes,1,62.66,Medium,Cash on Delivery,Normal,Rain,3,No,None,1,3.5,Delivered
ORD-000128,25-06-2026,CUS-001943,Enterprise,Dallas,United States,WH-005,London,Sports & Fitness,0.1,142.62,Express,PrimeDelivery,1289.4,3,3,In Transit,No,0,41.67,Small,Credit Card,Normal,Clear,3,No,None,1,17.1,In Transit
ORD-000129,01-09-2026,CUS-002413,Consumer,Brasilia,Brazil,WH-003,Chicago,Fashion,1.13,10,International,FastTrack Logistics,4255,12,16,Delivered,Yes,4,266.27,Medium,PayPal,Normal,Snow,4,No,None,1,18.6,Delivered
ORD-000130,26-03-2026,CUS-001071,Consumer,San Diego,United States,WH-008,Sydney,Electronics,1.17,261.72,Economy,BlueRoute,3859,10,9,In Transit,No,0,82.12,Medium,PayPal,High,Clear,5,No,None,1,4.5,In Transit
ORD-000131,06-08-2026,CUS-000178,Enterprise,Quebec City,Canada,WH-009,Dubai,Sports & Fitness,3.69,300.28,Standard,PrimeDelivery,943.4,5,5,Delivered,No,0,39.6,Large,PayPal,High,Clear,5,No,None,1,2.5,Delivered
ORD-000132,13-11-2026,CUS-000950,Consumer,Liverpool,United Kingdom,WH-007,Paris,Home & Kitchen,10,18.36,Express,SpeedyCargo,775.6,2,2,Delivered,No,0,96.89,Oversized,Cash on Delivery,Low,Cloudy,5,No,None,1,22.1,Delivered
ORD-000133,26-10-2026,CUS-004544,Consumer,Rawalpindi,Pakistan,WH-003,Chicago,Toys,1.65,12.37,International,FastTrack Logistics,7212.2,14,14,Delivered,No,0,482.4,Medium,PayPal,Urgent,Clear,4,No,None,1,1.3,Delivered
ORD-000134,12-03-2026,CUS-001501,Small Business,Fukuoka,Japan,WH-008,Sydney,Sports & Fitness,0.63,198.47,Express,ParcelPro,4760.1,4,5,Delivered,Yes,1,215.56,Medium,PayPal,High,Clear,3,No,None,1,13.6,Delivered
ORD-000135,21-03-2026,CUS-003106,Premium,San Antonio,United States,WH-004,Toronto,Fashion,0.1,237.07,Standard,SwiftShip,4649.6,7,9,In Transit,Yes,2,104.59,Small,Credit Card,Normal,Clear,1,Yes,Damaged Package,1,20.3,In Transit
ORD-000136,30-03-2026,CUS-005816,Consumer,Phoenix,United States,WH-004,Toronto,Automotive,0.1,460.1,Economy,ParcelPro,4095.8,10,10,Delivered,No,0,63.02,Small,Credit Card,High,Cloudy,4,No,None,1,11.1,Delivered
ORD-000137,16-03-2026,CUS-003409,Enterprise,Chicago,United States,WH-002,Los Angeles,Books,0.71,32.05,Express,SwiftShip,4097.3,4,6,Delivered,Yes,2,251.73,Large,Debit Card,Normal,Storm,2,No,None,1,20.1,Delivered
ORD-000138,26-08-2026,CUS-004682,Small Business,Birmingham,United Kingdom,WH-002,Los Angeles,Fashion,0.98,12.77,International,PrimeDelivery,939.8,10,13,Delivered,Yes,3,55.36,Medium,Digital Wallet,Normal,Extreme Heat,3,No,None,2,24,Delivered
ORD-000139,25-05-2026,CUS-000927,Enterprise,Valencia,Spain,WH-003,Chicago,Beauty,0.63,35.46,Standard,SpeedyCargo,1000,5,5,Delivered,No,0,33.93,Medium,Debit Card,Normal,Clear,4,No,None,1,10.5,Delivered
ORD-000140,15-04-2026,CUS-001703,Small Business,Austin,United States,WH-007,Paris,Electronics,0.1,172.09,Express,BlueRoute,3346.7,4,6,Delivered,Yes,2,111.27,Small,Debit Card,High,Rain,2,No,None,1,10.9,Delivered
ORD-000141,25-10-2026,CUS-005221,Small Business,Strasbourg,France,WH-008,Sydney,Toys,1.36,91.38,Express,PrimeDelivery,387.8,2,2,Delivered,No,0,21.87,Medium,Bank Transfer,Normal,Clear,4,Yes,Changed Mind,1,24.3,Delivered
ORD-000142,12-12-2026,CUS-000700,Consumer,Hamburg,Germany,WH-006,Berlin,Beauty,0.1,42.2,Express,BlueRoute,1361.5,3,3,Delivered,No,0,44.88,Small,Debit Card,Normal,Rain,4,No,None,2,18.3,Delivered
ORD-000143,19-03-2026,CUS-001558,Consumer,Glasgow,United Kingdom,WH-007,Paris,Beauty,0.1,10,Express,EagleCourier,1640.6,3,4,Delivered,Yes,1,50.19,Small,Credit Card,Normal,Cloudy,2,No,None,1,21.2,Delivered
ORD-000144,01-10-2026,CUS-005125,Small Business,Phoenix,United States,WH-001,New York,Home & Kitchen,6.32,134.51,Standard,GlobalExpress,696.9,4,5,Delivered,Yes,1,41.05,Large,Cash on Delivery,High,Clear,3,No,None,1,7.7,Delivered
ORD-000145,22-08-2026,CUS-003208,Consumer,Dubai,United Arab Emirates,WH-001,New York,Fashion,0.87,93.66,Express,FastTrack Logistics,986.5,2,3,In Transit,Yes,1,48.48,Medium,PayPal,Normal,Storm,3,Yes,Product Defect,1,21.9,In Transit
ORD-000146,19-09-2026,CUS-004893,Consumer,Milan,Italy,WH-007,Paris,Fashion,1.69,117.06,Same Day,SpeedyCargo,807.9,1,1,Delivered,No,0,66.39,Medium,Digital Wallet,Urgent,Rain,5,No,None,2,1.4,Delivered
ORD-000147,19-09-2026,CUS-001067,Consumer,Leipzig,Germany,WH-001,New York,Pet Supplies,5.18,10,International,BlueRoute,1185.7,11,12,Delivered,Yes,1,106.8,Large,Credit Card,High,Clear,3,No,None,2,12.7,Delivered
ORD-000148,18-05-2026,CUS-002303,Enterprise,Fukuoka,Japan,WH-003,Chicago,Sports & Fitness,0.1,245.84,Standard,EagleCourier,142.5,4,4,Delivered,No,0,9.91,Small,Credit Card,High,Rain,4,No,None,1,4.3,Delivered
ORD-000149,06-03-2026,CUS-003062,Consumer,Marseille,France,WH-002,Los Angeles,Fashion,1.24,156.01,International,ParcelPro,2141.1,11,10,Delivered,No,0,126.11,Medium,Credit Card,Normal,Clear,4,No,None,1,24.4,Delivered
ORD-000150,09-06-2026,CUS-001829,Consumer,Kyoto,Japan,WH-002,Los Angeles,Automotive,0.1,736.92,International,GlobalExpress,3310.7,12,15,In Transit,Yes,3,147.14,Small,Cash on Delivery,Normal,Clear,2,No,None,2,19.3,In Transit
ORD-000151,03-07-2026,CUS-004709,Enterprise,Austin,United States,WH-007,Paris,Toys,1.3,19.14,Express,GlobalExpress,2166.9,3,3,Delivered,No,0,82.05,Medium,Debit Card,Low,Cloudy,5,No,None,1,9.3,Delivered
ORD-000152,08-06-2026,CUS-006033,Consumer,Birmingham,United Kingdom,WH-009,Dubai,Sports & Fitness,1.75,91.64,Standard,BlueRoute,2491.2,6,5,Delivered,No,0,73.41,Medium,Digital Wallet,High,Clear,4,No,None,1,9.9,Delivered
ORD-000153,22-10-2026,CUS-001106,Consumer,Adelaide,Australia,WH-007,Paris,Pet Supplies,0.1,208.86,International,FastTrack Logistics,6589.1,13,14,Delivered,Yes,1,442.46,Medium,Debit Card,Urgent,Clear,3,No,None,1,6.2,Delivered
ORD-000154,13-08-2026,CUS-002330,Consumer,Houston,United States,WH-006,Berlin,Office Supplies,0.4,57.78,Express,SwiftShip,2583.9,3,4,Delivered,Yes,1,79.57,Small,Credit Card,Low,Cloudy,2,No,None,1,10.7,Delivered
ORD-000155,18-05-2026,CUS-004983,Consumer,San Diego,United States,WH-008,Sydney,Electronics,0.1,13.14,International,BlueRoute,5300.3,13,14,Delivered,Yes,1,265.13,Small,PayPal,Normal,Clear,4,No,None,1,10.4,Delivered
ORD-000156,15-12-2026,CUS-002712,Small Business,Chicago,United States,WH-002,Los Angeles,Electronics,3.46,1467.81,Standard,BlueRoute,4047,7,7,Delivered,No,0,229.9,Oversized,Debit Card,High,Clear,5,No,None,1,6.5,Delivered
ORD-000157,30-04-2026,CUS-005542,Premium,Montreal,Canada,WH-001,New York,Electronics,0.71,1339.21,Standard,SwiftShip,3748,6,10,Delivered,Yes,4,105.92,Medium,Credit Card,Low,Storm,4,Yes,Product Defect,1,8.9,Delivered
ORD-000158,24-05-2026,CUS-003631,Enterprise,Los Angeles,United States,WH-001,New York,Health & Personal Care,1.24,152.07,Standard,SpeedyCargo,3561.7,6,8,Delivered,Yes,2,99.44,Medium,Credit Card,High,Rain,2,No,None,1,6.2,Delivered
ORD-000159,01-05-2026,CUS-000124,Consumer,Mumbai,India,WH-005,London,Fashion,0.28,10.65,International,ParcelPro,2602.7,11,13,Delivered,Yes,2,115.98,Small,Credit Card,Low,Cloudy,2,No,None,1,19.5,Delivered
ORD-000160,05-02-2026,CUS-003828,Premium,Rawalpindi,Pakistan,WH-004,Toronto,Sports & Fitness,1.54,73.62,Standard,SpeedyCargo,979,5,5,Delivered,No,0,34.85,Medium,Credit Card,Normal,Rain,4,Yes,Not as Described,1,26.1,Delivered
ORD-000161,15-02-2026,CUS-000721,Small Business,Nantes,France,WH-002,Los Angeles,Toys,1.19,124.71,Standard,EagleCourier,1564.3,5,4,In Transit,No,0,55.36,Large,Credit Card,Normal,Clear,3,No,None,1,3.2,In Transit
ORD-000162,02-07-2026,CUS-001769,Consumer,Leeds,United Kingdom,WH-009,Dubai,Grocery,1.92,10,International,EagleCourier,2036.5,11,10,Delivered,No,0,100.36,Medium,Debit Card,High,Clear,4,No,None,1,8.2,Delivered
ORD-000163,29-07-2026,CUS-005288,Small Business,Quebec City,Canada,WH-009,Dubai,Beauty,0.4,51.81,Express,SpeedyCargo,1516.1,3,3,Delivered,No,0,53.17,Small,PayPal,Low,Clear,5,No,None,1,12.3,Delivered
ORD-000164,22-03-2026,CUS-004500,Consumer,Singapore,Singapore,WH-002,Los Angeles,Electronics,5.13,348.82,International,SpeedyCargo,4297.8,12,15,Delivered,Yes,3,359.13,Large,Bank Transfer,High,Rain,2,No,None,1,2.2,Delivered
ORD-000165,11-02-2026,CUS-005419,Premium,Nantes,France,WH-003,Chicago,Automotive,0.1,1071.82,Standard,EagleCourier,1114,5,6,Delivered,Yes,1,35.86,Medium,Debit Card,Urgent,Storm,3,No,None,1,3,Delivered
ORD-000166,13-03-2026,CUS-003658,Small Business,Rome,Italy,WH-002,Los Angeles,Electronics,3.83,573.4,Standard,BlueRoute,952.6,5,6,Delivered,Yes,1,40.09,Large,Bank Transfer,Normal,Rain,4,Yes,Product Defect,1,23.1,Delivered
ORD-000167,14-06-2026,CUS-005931,Consumer,Lahore,Pakistan,WH-006,Berlin,Home & Kitchen,3.32,11.07,International,GlobalExpress,2402.7,11,12,Delivered,Yes,1,182.19,Large,Debit Card,Low,Cloudy,2,Yes,Product Defect,1,14.6,Delivered
ORD-000168,17-12-2026,CUS-003874,Small Business,Adelaide,Australia,WH-004,Toronto,Electronics,0.1,1617.86,International,EagleCourier,2042,11,16,Delivered,Yes,5,89.31,Small,PayPal,Normal,Storm,4,Yes,Product Defect,2,12.6,Delivered
ORD-000169,20-12-2026,CUS-001884,Premium,Montpellier,France,WH-003,Chicago,Fashion,0.48,493.42,Standard,SpeedyCargo,1710.5,5,4,Delivered,No,0,35.84,Small,Cash on Delivery,Urgent,Cloudy,4,No,None,1,3.4,Delivered
ORD-000170,02-11-2026,CUS-002227,Small Business,Los Angeles,United States,WH-002,Los Angeles,Beauty,0.1,51.36,Express,EagleCourier,44.2,2,2,Delivered,No,0,9.1,Small,Credit Card,High,Cloudy,4,No,None,1,2.4,Delivered
ORD-000171,19-12-2026,CUS-000513,Consumer,Leipzig,Germany,WH-001,New York,Beauty,0.54,53.08,Express,FastTrack Logistics,90.1,2,2,Delivered,No,0,12.62,Medium,PayPal,Low,Rain,4,No,None,1,32,Delivered
ORD-000172,24-09-2026,CUS-003623,Consumer,Singapore,Singapore,WH-006,Berlin,Beauty,0.19,91.73,Express,SpeedyCargo,4009.9,4,5,Delivered,Yes,1,143.59,Small,PayPal,High,Rain,3,No,None,1,6.5,Delivered
ORD-000173,02-08-2026,CUS-005946,Consumer,Strasbourg,France,WH-001,New York,Electronics,1.69,585.32,Express,BlueRoute,353.7,2,3,Delivered,Yes,1,23.13,Medium,Debit Card,Low,Snow,3,No,None,1,21.5,Delivered
ORD-000174,01-02-2026,CUS-003209,Small Business,Faisalabad,Pakistan,WH-003,Chicago,Electronics,3.23,1810.63,Standard,GlobalExpress,1123.8,5,5,Delivered,No,0,49.78,Large,PayPal,High,Clear,5,Yes,Damaged Package,2,12.7,Delivered
ORD-000175,30-04-2026,CUS-002157,Premium,Chicago,United States,WH-008,Sydney,Sports & Fitness,2.36,250.32,International,EagleCourier,3917.5,12,14,Delivered,Yes,2,434.89,Oversized,Digital Wallet,High,Cloudy,3,Yes,Damaged Package,1,7.9,Delivered
ORD-000176,10-08-2026,CUS-000635,Premium,Amsterdam,Netherlands,WH-001,New York,Fashion,1.11,20.45,Same Day,BlueRoute,1036.2,1,1,Delivered,No,0,78.99,Medium,Credit Card,High,Clear,5,No,None,2,14.5,Delivered
ORD-000177,24-09-2026,CUS-005556,Small Business,Osaka,Japan,WH-003,Chicago,Toys,0.91,29.72,Standard,EagleCourier,957.3,5,5,Delivered,No,0,31.81,Medium,PayPal,Normal,Clear,4,No,None,1,23.7,Delivered
ORD-000178,30-11-2026,CUS-000907,Consumer,San Antonio,United States,WH-005,London,Grocery,4.11,64.04,Standard,BlueRoute,5165.1,7,11,Delayed,Yes,4,314.69,Oversized,Debit Card,Normal,Rain,3,No,None,2,12,Exception
ORD-000179,09-09-2026,CUS-003916,Small Business,San Diego,United States,WH-002,Los Angeles,Automotive,6.43,14.2,Standard,BlueRoute,2649,6,9,Delivered,Yes,3,112.15,Large,PayPal,High,Snow,4,No,None,1,5,Delivered
ORD-000180,23-11-2026,CUS-002250,Consumer,Sapporo,Japan,WH-007,Paris,Toys,1.29,38.26,Express,EagleCourier,1663.2,3,3,Delivered,No,0,62.69,Medium,Credit Card,Normal,Clear,5,No,None,1,24.1,Delivered
ORD-000181,11-11-2026,CUS-005961,Consumer,Ottawa,Canada,WH-004,Toronto,Electronics,0.1,14.66,Economy,PrimeDelivery,5104.1,11,11,Delivered,No,0,93.58,Small,Debit Card,Urgent,Clear,4,No,None,1,2.5,Delivered
ORD-000182,07-10-2026,CUS-005365,Enterprise,Leeds,United Kingdom,WH-004,Toronto,Fashion,2.07,196.6,Standard,BlueRoute,3271.9,6,9,Delivered,Yes,3,117.99,Large,Digital Wallet,Low,Clear,3,Yes,Product Defect,1,37.5,Delivered
ORD-000183,18-02-2026,CUS-000908,Enterprise,Quebec City,Canada,WH-006,Berlin,Office Supplies,1.08,133.91,International,EagleCourier,122.7,10,9,Delayed,No,0,28.77,Medium,PayPal,Normal,Clear,3,Yes,Changed Mind,1,12.1,Exception
ORD-000184,09-04-2026,CUS-004867,Small Business,Madrid,Spain,WH-002,Los Angeles,Home & Kitchen,7.8,171.83,Economy,SwiftShip,1584.6,9,9,Delivered,No,0,48.27,Large,Bank Transfer,Low,Cloudy,5,No,None,1,22.6,Delivered
ORD-000185,18-05-2026,CUS-003580,Small Business,Faisalabad,Pakistan,WH-007,Paris,Electronics,6.16,972.72,International,ParcelPro,6303.7,13,14,Delivered,Yes,1,500,Oversized,Cash on Delivery,High,Clear,2,No,None,2,7.5,Delivered
ORD-000186,13-08-2026,CUS-005373,Consumer,Rio de Janeiro,Brazil,WH-002,Los Angeles,Fashion,1.67,100.35,International,FastTrack Logistics,3709.1,12,12,Delivered,No,0,206.13,Medium,Debit Card,Normal,Clear,4,No,None,1,7.4,Delivered
ORD-000187,25-05-2026,CUS-005448,Consumer,Cologne,Germany,WH-010,Singapore,Home & Kitchen,6.89,140.36,Standard,PrimeDelivery,2546.6,6,6,Delivered,No,0,107.55,Large,Credit Card,High,Cloudy,4,No,None,2,8,Delivered
ORD-000188,07-12-2026,CUS-001501,Consumer,San Antonio,United States,WH-002,Los Angeles,Electronics,4.06,1514.76,Standard,BlueRoute,2696,6,7,Delivered,Yes,1,108.31,Large,Credit Card,Normal,Clear,3,No,None,1,9.2,Delivered
ORD-000189,25-10-2026,CUS-006269,Consumer,Canberra,Australia,WH-007,Paris,Sports & Fitness,2.26,90.85,International,ParcelPro,2326.3,11,10,Delivered,No,0,169.96,Large,Credit Card,Normal,Cloudy,5,Yes,Late Delivery,1,27.2,Delivered
ORD-000190,17-02-2026,CUS-005671,Consumer,Nantes,France,WH-006,Berlin,Pet Supplies,2.76,12.45,Economy,ParcelPro,1169.7,9,9,Delivered,No,0,36.41,Large,Digital Wallet,High,Rain,3,No,None,1,8.9,Delivered
ORD-000191,12-04-2026,CUS-004938,Consumer,Hamburg,Germany,WH-006,Berlin,Toys,0.87,10,Same Day,SpeedyCargo,1517.7,2,3,In Transit,Yes,1,95.49,Medium,PayPal,Low,Snow,3,No,None,1,27.8,In Transit
ORD-000192,21-05-2026,CUS-001526,Consumer,Calgary,Canada,WH-002,Los Angeles,Beauty,0.1,17.45,Express,GlobalExpress,1516.4,3,3,Delivered,No,0,50.08,Small,Debit Card,High,Cloudy,4,No,None,1,10.4,Delivered
ORD-000193,27-10-2026,CUS-006218,Premium,Kolkata,India,WH-010,Singapore,Beauty,0.42,131.81,International,PrimeDelivery,1768.7,11,11,Delivered,No,0,74.59,Small,Debit Card,Normal,Cloudy,5,No,None,1,16.9,Delivered
ORD-000194,13-08-2026,CUS-000160,Small Business,Tokyo,Japan,WH-006,Berlin,Home & Kitchen,5.71,84.6,Economy,GlobalExpress,709,8,9,Delivered,Yes,1,30.43,Large,PayPal,Low,Clear,2,No,None,2,45.6,Delivered
ORD-000195,31-05-2026,CUS-000748,Enterprise,Brisbane,Australia,WH-005,London,Health & Personal Care,0.22,74.13,International,FastTrack Logistics,4255.2,12,11,Delivered,No,0,200.3,Small,Credit Card,Urgent,Cloudy,5,No,None,1,6.7,Delivered
ORD-000196,16-03-2026,CUS-002237,Small Business,Leeds,United Kingdom,WH-009,Dubai,Office Supplies,0.76,86.58,Standard,BlueRoute,62.9,4,6,In Transit,Yes,2,7.57,Medium,Credit Card,High,Snow,4,No,None,2,8.1,In Transit
ORD-000197,28-08-2026,CUS-004627,Consumer,Milan,Italy,WH-009,Dubai,Office Supplies,0.7,50.52,International,GlobalExpress,768.7,10,10,Delivered,No,0,48.55,Medium,Debit Card,High,Cloudy,4,No,None,1,9.7,Delivered
ORD-000198,12-11-2026,CUS-003573,Consumer,Marseille,France,WH-002,Los Angeles,Books,1.21,20.9,Standard,EagleCourier,2309.2,6,7,Delivered,Yes,1,67.76,Medium,Digital Wallet,High,Rain,4,No,None,1,2.9,Delivered
ORD-000199,27-09-2026,CUS-000287,Consumer,San Diego,United States,WH-009,Dubai,Fashion,1.08,99.08,Standard,ParcelPro,5693.9,8,11,Delivered,Yes,3,190.31,Medium,Credit Card,Normal,Clear,3,No,None,1,17.6,Delivered
ORD-000200,11-11-2026,CUS-002268,Consumer,Turin,Italy,WH-003,Chicago,Fashion,0.72,40.62,Express,BlueRoute,881.9,2,3,Delivered,Yes,1,39.08,Medium,PayPal,Normal,Rain,4,No,None,1,13.2,Delivered
ORD-000201,20-04-2026,CUS-002186,Enterprise,Gold Coast,Australia,WH-007,Paris,Health & Personal Care,0.1,182.99,International,SwiftShip,3720,12,14,Delivered,Yes,2,182.75,Small,Bank Transfer,Low,Rain,3,No,None,1,7.9,Delivered
ORD-000202,22-12-2026,CUS-003420,Premium,San Diego,United States,WH-001,New York,Office Supplies,1.21,269.98,Standard,GlobalExpress,724.6,4,6,In Transit,Yes,2,29.42,Medium,PayPal,High,Snow,3,Yes,Damaged Package,1,6.7,In Transit
ORD-000203,12-10-2026,CUS-003917,Enterprise,Abu Dhabi,United Arab Emirates,WH-003,Chicago,Home & Kitchen,7.29,136.54,Economy,SpeedyCargo,3177.1,10,9,Delivered,No,0,80.75,Large,Debit Card,Normal,Clear,4,No,None,1,29.7,Delivered
ORD-000204,26-01-2026,CUS-001331,Consumer,Delhi,India,WH-009,Dubai,Fashion,1.17,184.54,International,ParcelPro,4464.2,12,13,Delivered,Yes,1,250.5,Medium,Digital Wallet,Urgent,Clear,3,No,None,1,7.1,Delivered
ORD-000205,13-11-2026,CUS-002892,Consumer,Pune,India,WH-001,New York,Electronics,6.04,790.91,Express,GlobalExpress,3464.6,4,5,Delivered,Yes,1,214.98,Large,Credit Card,Normal,Clear,2,No,None,1,16.8,Delivered
ORD-000206,03-04-2026,CUS-002711,Enterprise,Toronto,Canada,WH-010,Singapore,Electronics,0.39,20.21,International,SpeedyCargo,5197.6,13,20,Delivered,Yes,7,258.61,Small,Cash on Delivery,High,Storm,3,No,None,1,12,Delivered
ORD-000207,10-02-2026,CUS-001620,Consumer,Dusseldorf,Germany,WH-001,New York,Fashion,0.9,49.25,Standard,GlobalExpress,213.2,4,5,Delivered,Yes,1,12.86,Medium,Credit Card,Normal,Cloudy,2,No,None,1,15.6,Delivered
ORD-000208,31-10-2026,CUS-001762,Consumer,Dusseldorf,Germany,WH-004,Toronto,Health & Personal Care,0.26,10,Standard,ParcelPro,1546.1,5,5,In Transit,No,0,33.53,Small,PayPal,Normal,Extreme Heat,5,No,None,1,6.8,In Transit
